reward,log_return,portfolio_value,return,rate_of_return,weights1,weights2,weights3,weights4,weights5,weights6,weights7,weights_mean,weights_std,cost,benchmark,add_invest,total_add,sp,y1,target,rr,st,total_wealth,market_value,date,steps,next_obs
8.836907709543797e-06,0.1036022514035593,1.1091592017435712,0.01734047042673716,0.1091592017435712,5.960464499999999e-08,0.30351517,0.366237,0.3167414,0.013219028,0.00028734075,0.0,0.14285715,0.1620819,0.002999999829629201,1.0,0.1,0.0,119,"[1.         1.00322614 1.02129373 1.00537477 1.06679447 0.99131565
 1.03337852]",1.004,0.008391835055970309,1,1.0,1.1173404704267378,2010-01-10,1,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[2.10774990e+01 2.15674990e+01 1.96175000e+01 2.15550000e+01]]

 [[2.50900000e+01 2.54000000e+01 2.36399990e+01 2.53899990e+01]]

 [[1.07509998e+03 1.10372998e+03 1.01090997e+03 1.10266003e+03]]

 [[3.90800020e+01 4.11899990e+01 3.67599980e+01 4.11500020e+01]]

 [[4.57400020e+01 4.63800010e+01 4.56399990e+01 4.63200000e+01]]

 [[1.14300003e+02 1.18139999e+02 1.11690002e+02 1.17930000e+02]]]"
1.9543104928672527e-05,0.1029377328649831,1.2294168928635874,0.022202109590055624,0.10842238961816664,0.0020233903,0.29005834,0.36768427,0.32683720000000005,0.010314301,0.0030825438,0.0,0.14285716,0.16186897,5.945662955205381e-05,1.1083918350559716,0.1,0.1,119,"[1.         1.02691758 0.99881979 1.02698181 1.05594049 1.01445466
 1.03230044]",1.1131354185379858,0.008391835055970309,2,1.1,1.241997786000556,2010-01-11,2,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[2.16025010e+01 2.20949990e+01 2.06375010e+01 2.09675010e+01]]

 [[2.57000010e+01 2.60100000e+01 2.49400010e+01 2.55000000e+01]]

 [[1.10289001e+03 1.12923999e+03 1.06391003e+03 1.07168994e+03]]

 [[4.10700000e+01 4.25900000e+01 3.99700010e+01 4.10200000e+01]]

 [[4.63800010e+01 4.71800000e+01 4.61800000e+01 4.71199990e+01]]

 [[1.18110001e+02 1.18769997e+02 1.15589996e+02 1.17300003e+02]]]"
2.061440678448857e-05,0.06277764006252441,1.309070870869915,-0.006034325784879913,0.06479004678453347,0.0033095316,0.28296122,0.37636483,0.32642052,0.010943961,0.0,0.0,0.14285716,0.16280639,2.0431408927807433e-05,1.217693276513146,0.1,0.2,119,"[1.         0.97274419 1.00433245 0.97191329 0.99684078 1.01727114
 0.99465787]",1.227300390624777,0.008391835055970309,3,1.2,1.3343531667357296,2010-01-12,3,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[2.10849990e+01 2.26025010e+01 2.02225000e+01 2.25599990e+01]]

 [[2.55000000e+01 2.65400010e+01 2.42000010e+01 2.65400010e+01]]

 [[1.07335999e+03 1.14485999e+03 1.03969995e+03 1.14270996e+03]]

 [[4.11199990e+01 4.37500000e+01 3.93100010e+01 4.37000010e+01]]

 [[4.72400020e+01 4.75800020e+01 4.67599980e+01 4.70000000e+01]]

 [[1.17419998e+02 1.19279999e+02 1.15680000e+02 1.19129997e+02]]]"
5.547560764291001e-05,0.12989580552636718,1.4906517391521483,0.03734180391297167,0.13870973094189146,0.022703743,0.26737794,0.3672553,0.33830193,0.0043611797,0.0,0.0,0.14285715,0.15968403,8.783433379725909e-05,1.3279119576384093,0.1,0.30000000000000004,119,"[1.         1.07595078 1.04078435 1.06626919 1.06533401 0.99745333
 1.01560097]",1.3256118064144913,0.008391835055970309,4,1.3,1.4840303210386276,2010-01-13,4,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[2.25375000e+01 2.34500010e+01 2.19225010e+01 2.32850000e+01]]

 [[2.64200000e+01 2.72700000e+01 2.60300010e+01 2.71299990e+01]]

 [[1.14281995e+03 1.18553003e+03 1.12279004e+03 1.18470996e+03]]

 [[4.37200010e+01 4.70299990e+01 4.32099990e+01 4.67400020e+01]]

 [[4.70999980e+01 4.73600010e+01 4.65000000e+01 4.68800010e+01]]

 [[1.19339996e+02 1.21230003e+02 1.18199997e+02 1.20959999e+02]]]"
7.231004864511631e-05,0.0941127015307211,1.6377545638463031,0.02478503981557533,0.098683562921158,0.022997545,0.2718886,0.36028385,0.33837047,0.006459544,0.0,0.0,0.14285716,0.15853612,2.0092048265932046e-05,1.439055575755764,0.1,0.4,119,"[1.         1.03213657 1.02223052 1.03675473 1.06956524 0.99744683
 1.01536139]",1.4656566480709263,0.008391835055970309,5,1.4,1.620662071633091,2010-01-14,5,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[2.30324990e+01 2.44000000e+01 2.28174990e+01 2.38600010e+01]]

 [[2.70800000e+01 2.82600000e+01 2.69300000e+01 2.77000010e+01]]

 [[1.17864001e+03 1.22707996e+03 1.15970996e+03 1.19775000e+03]]

 [[4.56800000e+01 4.86199990e+01 4.50800020e+01 4.63899990e+01]]

 [[4.68800010e+01 4.70000000e+01 4.44399990e+01 4.44800000e+01]]

 [[1.20510002e+02 1.23959999e+02 1.20330002e+02 1.20690002e+02]]]"
8.913548369055555e-05,0.07715461723626164,1.7691173554505046,-0.0006005641852524183,0.08020908291392148,0.02039168,0.27904493,0.35645494,0.3390118,0.005096734,0.0,0.0,0.14285716,0.15921226,2.4929993346912587e-05,1.5511318927838826,0.1,0.5,119,"[1.         1.02469405 1.02101003 1.01100695 0.9925117  0.94880544
 0.99776788]",1.592331979464236,0.008391835055970309,6,1.5,1.7195387600364764,2010-01-15,6,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[2.36625000e+01 2.52700000e+01 2.33025000e+01 2.50750010e+01]]

 [[2.75800000e+01 2.87199990e+01 2.71500000e+01 2.87199990e+01]]

 [[1.19479004e+03 1.24672998e+03 1.17300000e+03 1.24158997e+03]]

 [[4.59100000e+01 4.76100010e+01 4.45099980e+01 4.69599990e+01]]

 [[4.48600010e+01 4.54599990e+01 4.30000000e+01 4.32599980e+01]]

 [[1.20449997e+02 1.21290001e+02 1.18889999e+02 1.20029999e+02]]]"
0.00013526297295984725,0.09383460967955157,1.9431597071006528,0.014819636562925727,0.0983780703490007,0.024005989,0.27751008,0.35464653,0.33786282,0.005974602,0.0,0.0,0.14285716,0.15797473,1.6223090082358e-05,1.6641487357781808,0.1,0.6,119,"[1.         1.05092204 1.03682303 1.03660193 1.01228713 0.9725719
 0.99453142]",1.7132126530689122,0.008391835055970309,7,1.6,1.8448716995160799,2010-01-16,7,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[2.50550000e+01 2.59524990e+01 2.48899990e+01 2.59300000e+01]]

 [[2.86399990e+01 2.92999990e+01 2.85000000e+01 2.92500000e+01]]

 [[1.24157996e+03 1.28687000e+03 1.23284998e+03 1.28595996e+03]]

 [[4.66899990e+01 4.83200000e+01 4.60200000e+01 4.82099990e+01]]

 [[4.31199990e+01 4.42599980e+01 4.30600010e+01 4.32200010e+01]]

 [[1.19970001e+02 1.21559998e+02 1.18559998e+02 1.20269997e+02]]]"
0.00016625043261442904,0.07724211794025544,2.099202438669088,0.016568783152774817,0.08030360602796938,0.043167256,0.28776625,0.33218104,0.31802145,0.008616913,0.0,0.010247089,0.14285715,0.14807181,0.00012418414306390748,1.7781139974774347,0.1,0.7,119,"[1.         1.03409767 1.01845407 1.03573643 1.0266184  0.99907543
 1.00199948]",1.8519049201551243,0.008391835055970309,8,1.7,1.9752889786500525,2010-01-17,8,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[2.59625000e+01 2.68775010e+01 2.54925000e+01 2.68575000e+01]]

 [[2.96100010e+01 3.05100000e+01 2.93099990e+01 3.04100000e+01]]

 [[1.28578003e+03 1.32487000e+03 1.27126001e+03 1.32187000e+03]]

 [[4.80999980e+01 4.81100010e+01 4.47000010e+01 4.50800020e+01]]

 [[4.30600010e+01 4.34000020e+01 4.16800000e+01 4.26199990e+01]]

 [[1.20239998e+02 1.22010002e+02 1.20000000e+02 1.21169998e+02]]]"
0.00021553936761387548,0.07773329130200234,2.26889010895809,0.004575517750145357,0.08083435268710226,0.042418808,0.28332517,0.32291153,0.32397944,0.006158365,0.0,0.021206755,0.14285716,0.14586565,5.687602429960166e-05,1.893035636854979,0.1,0.8,119,"[1.         1.03576938 1.03965812 1.02792469 0.93507577 0.98611749
 1.00748317]",1.983899167335299,0.008391835055970309,9,1.8,2.0841769484335337,2010-01-18,9,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[2.67099990e+01 2.74400010e+01 2.61100010e+01 2.64900000e+01]]

 [[3.05499990e+01 3.09400010e+01 2.98500000e+01 3.01000000e+01]]

 [[1.31866003e+03 1.34406995e+03 1.29198999e+03 1.30428003e+03]]

 [[4.47900010e+01 4.71500020e+01 4.43600010e+01 4.60299990e+01]]

 [[4.25999980e+01 4.42599980e+01 4.25999980e+01 4.40000000e+01]]

 [[1.21199997e+02 1.22339996e+02 1.20540001e+02 1.20839996e+02]]]"
0.00018407063001172765,0.031299658447456934,2.3410286615377496,0.0019350115846235184,0.03179464368716678,0.04114603,0.29329118,0.31476653,0.33795828,0.0028338965000000004,0.0,0.010004102,0.14285715,0.15036026,7.565834480618064e-05,2.008921679674542,0.1,0.9,119,"[1.         0.98631667 0.98980598 0.98669312 1.02107358 1.03237919
 0.99727654]",2.1219846118237937,0.008391835055970309,10,1.9,2.188059854973157,2010-01-19,10,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[2.63025000e+01 2.76849990e+01 2.55324990e+01 2.72500000e+01]]

 [[2.97700000e+01 3.06100010e+01 2.87800010e+01 3.04100000e+01]]

 [[1.30118994e+03 1.33945996e+03 1.24905005e+03 1.32817004e+03]]

 [[4.58499980e+01 5.02999990e+01 4.42500000e+01 5.00400010e+01]]

 [[4.39399990e+01 4.44000020e+01 4.35800020e+01 4.35999980e+01]]

 [[1.20570000e+02 1.21769997e+02 1.18739998e+02 1.21529999e+02]]]"
